id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
116,2023-10-21,2023,10,Saturday,42,Impresora,Almacenamiento,79,510,15,34246.5,302.16,40.75,Cancelado,Bilbao,Norte,PayPal,App,CLI5741,,270,Laura,24,Verano,False,3,9,2023-01-24,0,1
117,2024-10-03,2024,10,Thursday,40,USB,,47,693,67,-10748.429999999998,278.55,59.81,,Madrid,Centro,,Tienda física,CLI4375,VIP,331,Ana,36,Primavera,False,3,11,2023-11-07,error_acumulado,
118,2023-12-23,2023,12,Saturday,51,USB,,19,252,48,2489.76,170.73,32.25,Pendiente,Barcelona,Noreste,Tarjeta,,CLI3071,,283,Carlos,12,Verano,No,2,9,2023-03-15,2489.76,2
119,2024-09-22,2024,9,Sunday,38,,Periféricos,37,1278,-6,50123.16,812.31,36.44,,,,,Web,CLI6685,VIP,321,Ana,36,,Sí,3,15,2023-11-06,50123.16,2
10471,05/06/2024,2024,6,Wednesday,23,Monitor,Periféricos,-17,$1353.99,5,-21866.9385,660.22,,Envío,Madrid,Centro,,App,CLI9204,Nuevo,42,Carlos,12,Sin promoción,False,4,3,fecha_invalida,error_acumulado,
121,2023-12-06,2023,12,Wednesday,49,Disco Duro,Accesorios,11,476,67,1727.8799999999999,242.82,48.99,,Bilbao,Norte,Tarjeta,Tienda física,CLI4117,VIP,70,Laura,24,CyberMonday,No,4,6,2023-09-27,3455.7599999999998,3
122,04-30-2024,2024,4,Tuesday,18,Monitor,Accesorios,38,813,16,25950.96,391.74,51.82,,Bilbao,Norte,Transferencia,Tienda física,CLI9864,,265,Miguel,48,BlackFriday,True,1,1,2023-08-09,25950.96,1
123,2024-10-30,2024,10,Wednesday,44,RAM,Almacenamiento,81,1220,45,54351.00000000001,645.96,47.05,Pendiente,Valencia,Este,Tarjeta,Tienda física,CLI5341,,357,,,,False,3,5,2023-11-08,54351.00000000001,2
124,2023-03-19,2023,3,Sunday,11,RAM,Electrónica,16,16,11,227.84,,,Completado,Madrid,Centro,Transferencia,App,CLI5584,Inactivo,19,,,CyberMonday,No,0,5,2023-02-28,227.84,1
125,2023-07-12,2023,7,Wednesday,28,Webcam,Periféricos,55,1098,35,39253.5,718.45,34.57,Completado,Bilbao,Norte,PayPal,Tienda física,CLI6366,VIP,142,,,BlackFriday,False,2,7,2023-02-20,39253.5,1
126,2024-11-21,2024,11,Thursday,47,Teclado,Almacenamiento,10 unidades,"1325,99",22,0.0,692.9,,Completado,Bilbao,Norte,Transferencia,Web,CLI4846,Inactivo,48,Miguel,48,Sin promoción,inválido,4,1,2024-10-04,error_acumulado,
127,2023-07-17,2023,7,Monday,29,RAM,,87,885,35,50046.75,479.56,45.81,,,,,Web,CLI8065,Inactivo,131,Sofia,6,CyberMonday,Sí,5,3,2023-03-08,62337.3324,1
128,2024-12-17,2024,12,Tuesday,51,Mouse,Accesorios,60,$690.99,27,30265.362,425.74,,Cancelado,Madrid,Centro,Tarjeta,Web,CLI6199,Regular,94,Laura,24,Verano,,5,13,2024-09-14,30265.362,1
129,2023-06-23,2023,6,Friday,25,Impresora,Accesorios,8,52,54,191.35999999999999,20.84,59.92,Envío,Valencia,Este,Transferencia,Tienda física,CLI1843,Inactivo,7,Laura,24,BlackFriday,,1,1,2023-06-16,191.35999999999999,1
130,22/10/2024,2024,10,Tuesday,43,Mouse,Periféricos,34,149,14,-4356.76,72.16,51.57,Envío,Sevilla,Sur,,Marketplace,invalido,VIP,225,Miguel,48,BlackFriday,No,3,1,2024-03-11,error_acumulado,
131,2024-03-26,2024,3,Tuesday,13,Disco Duro,Almacenamiento,5,1329,56,2923.7999999999997,574.66,56.76,Cancelado,Bilbao,Norte,,Web,CLI6004,Inactivo,86,Miguel,48,,True,1,9,2023-12-31,2923.7999999999997,2
132,03-19-2024,2024,3,Tuesday,12,RAM,Electrónica,-6,457,5,-2604.9,191.49,58.1,CANCELADO,Sevilla,Sur,Tarjeta,App,CLI4552,Inactivo,253,,,Primavera,True,4,2,2023-07-10,error_acumuladoerror_acumulado,
133,2023-08-28,2023,8,Monday,35,Laptop,Electrónica,97,894,32,58968.24,485.59,-45.683445190156604,Completado,Sevilla,Sur,PayPal,Web,CLI5851,Inactivo,257,,,Sin promoción,,3,-3,2022-12-14,123803.84,1
134,2023-02-04,2023,2,Saturday,5,Webcam,,48,103,41,2916.9600000000005,69.67,32.36,,Sevilla,Sur,Transferencia,Tienda física,CLI9853,Nuevo,239,Sofia,6,Primavera,,1,13,2022-06-10,6934.56,1
135,2024-12-10,2024,12,Tuesday,50,,Electrónica,69,1236,52,,535.23,56.7,,Bilbao,Norte,,Tienda física,CLI7090,Regular,69,Laura,24,BlackFriday,,3,7,fecha_invalida,error_acumulado,
136,2023-05-01,2023,5,Monday,18,Monitor,Periféricos,34,$778.99,0,26485.66€,498.15,,Cancelado,Valencia,Este,,Marketplace,CLI8110,VIP,295,Laura,24,Verano,No,2,13,2022-07-10,error_acumulado,
137,2023-11-25,2023,11,Saturday,47,Disco Duro,,4,55,58,92.4,26.96,50.98,,,,,Web,CLI6344,,336,Carlos,12,Verano,Sí,3,12,2022-12-24,92.4,1
138,2023-11-30,2023,11,Thursday,48,RAM,Almacenamiento,43,1003,25,32346.75,856.2710515563324,14.63,,Barcelona,Noreste,,Marketplace,CLI4743,Inactivo,356,Laura,24,Sin promoción,True,2,13,2022-12-09,77695.95,1
139,2024-10-17,2024,10,Thursday,42,RAM,,51,264,49,6866.64,161.73,38.74,Envío,,,Transferencia,Marketplace,CLI2450,,72,Ana,36,Verano,Sí,5,2,2024-08-06,61217.64000000001,1
4129,08/05/2023,2023,5,Monday,19,,Electrónica,57,"810,99",108,-3698.114400000003,554.48,,Completado,Madrid,Centro,Efectivo,,CLI6770,VIP,109,Carlos,12,,False,3,10,2023-01-19,error_acumulado,
141,2024-04-02,2024,4,Tuesday,14,Disco Duro,Electrónica,58,1115,18,53029.4,679.29,39.08,Cancelado,Madrid,Centro,PayPal,,CLI8132,Regular,218,Carlos,12,Verano,,4,12,2023-08-28,71741.8,1
142,07-14-2024,2024,7,Sunday,28,Teclado,Electrónica,49,1368,0,67032.0,630.81,53.89,,Sevilla,Sur,Efectivo,App,CLI2347,Regular,273,Laura,24,Verano,No,3,13,2023-10-15,67032.0,1
143,2023-07-10,2023,7,Monday,28,Impresora,Electrónica,75,754,18,-46371.0,509.11,32.48,,Madrid,Centro,Tarjeta,,CLI8342,Inactivo,118,Laura,24,CyberMonday,False,4,1,2023-03-14,error_acumuladoerror_acumulado,
144,2024-09-01,2024,9,Sunday,35,Disco Duro,,-2,$1107.99,33,-1484.7065999999998,594.9,,Cancelado,Bilbao,Norte,,,CLI5851,Nuevo,67,Ana,36,BlackFriday,,4,14,2024-06-26,error_acumulado,
145,2024-10-16,2024,10,Wednesday,42,,Almacenamiento,51,1041,25,39818.25,549.08,47.25,Cancelado,,,,,CLI3813,VIP,26,Sofia,6,CyberMonday,True,5,13,2024-09-20,0,1
146,2024-11-04,2024,11,Monday,45,Monitor,Accesorios,94,1433,19,109108.62000000001,938.43,34.51,Pendiente,,,,Tienda física,CLI2879,,203,Laura,24,Verano,No,4,2,2024-04-15,109108.62000000001,1
147,2023-11-25,2023,11,Saturday,47,USB,,7,639,13,3891.5099999999998,364.27,42.99,Cancelado,Sevilla,Sur,Efectivo,App,CLI5576,Nuevo,16,Sofia,6,,inválido,2,12,2023-11-09,3891.5099999999998,3
148,2024-02-05,2024,2,Monday,6,USB,Periféricos,93,456,30,29685.6,182.79,59.91,,Bilbao,Norte,PayPal,Web,CLI6906,VIP,253,,,,True,1,11,2023-05-28,29685.6,1
149,2024-07-30,2024,7,Tuesday,31,Laptop,Periféricos,63,675,28,30618.0,471.9,30.09,Completado,Sevilla,Sur,Tarjeta,Marketplace,CLI3236,VIP,238,Sofia,6,BlackFriday,No,5,11,2023-12-05,70625.51999999999,3
150,30/06/2023,2023,6,Friday,26,USB,,15,506,61,2960.1,257.36,49.14,,Barcelona,Noreste,Tarjeta,Tienda física,CLI3062,Regular,146,Sofia,6,Primavera,False,2,2,fecha_invalida,2960.1,1
151,2023-02-17,2023,2,Friday,7,,,7,251,69,544.6700000000001,166.45,33.69,Completado,Madrid,Centro,Efectivo,Tienda física,CLI6650,,24,Sofia,6,BlackFriday,False,1,12,2023-01-24,68341.205,2
152,07-18-2024,2024,7,Thursday,29,Teclado,Accesorios,16,$595.99,37,6007.5792,335.55,,Cancelado,Valencia,Este,,Web,CLI8898,Inactivo,230,Ana,36,Primavera,False,2,-5,2023-12-01,73039.57920000001,1
153,2024-04-28,2024,4,Sunday,17,Teclado,Electrónica,73,287,-4,21789.04,182.49,36.41,Envío,Bilbao,Norte,,,CLI8792,Inactivo,216,Carlos,12,BlackFriday,True,2,7,2023-09-25,21789.04,2
154,2023-06-03,2023,6,Saturday,22,Impresora,,5.161038361155817,"604,99",18,2560.348810454839,315.18,,Completado,Sevilla,Sur,Transferencia,Web,CLI1129,Nuevo,334,Laura,24,Verano,True,1,11,2022-07-04,5503.417620909679,2
155,2024-02-07,2024,2,Wednesday,6,Mouse,Electrónica,37,762,6,26502.359999999997,,,,Sevilla,Sur,Tarjeta,Tienda física,CLI3915,Regular,34,Carlos,12,Sin promoción,Sí,-1,2,2024-01-04,26502.359999999997,1
156,2024-02-18,2024,2,Sunday,7,USB,Electrónica,-20,235,20,3760.0,153.96,34.49,Completado,Barcelona,Noreste,Transferencia,Web,,Inactivo,115,Laura,24,Sin promoción,,4,4,2023-10-26,33445.6,1
157,2024-01-02,2024,1,Tuesday,1,RAM,Electrónica,28,863,2,23680.72,408.59,52.65,,Sevilla,Sur,Transferencia,App,CLI7945,Nuevo,54,Miguel,48,Verano,True,5,13,2023-11-09,88145.92,1
158,2024-06-11,2024,6,Tuesday,24,RAM,Almacenamiento,48,28,32,913.92,13.62,51.36,Completado,Sevilla,Sur,Tarjeta,,CLI8615,Inactivo,89,,,Primavera,Sí,1,12,2024-03-14,913.92,3
159,2024-05-21,2024,5,Tuesday,21,Monitor,Accesorios,73,942,65,24068.1,588.14,37.56,Envío,Barcelona,Noreste,,,CLI9563,,20,,,BlackFriday,Sí,2,2,2024-05-01,24068.1,1
16921,30/07/2023,2023,7,Sunday,30,Monitor,Accesorios,,$1055.99,52,0.0,712.93,,,,,,Tienda física,CLI7959,VIP,270,Carlos,12,BlackFriday,True,3,4,2022-11-02,error_acumulado,
161,2023-03-04,2023,3,Saturday,9,Teclado,,4,282,36,721.92,252.10007226900956,10.6,Completado,,,,Marketplace,CLI4562,Inactivo,182,Miguel,48,Sin promoción,,3,2,2022-09-03,721.92,1
162,11-06-2023,2023,11,Monday,45,Monitor,Almacenamiento,7 unidades,1383,17,,640.64,53.68,Envío,Valencia,Este,Efectivo,,CLI4385,Nuevo,202,Carlos,12,BlackFriday,False,1,8,2023-04-18,error_acumulado,
163,2024-01-12,2024,1,Friday,2,RAM,Periféricos,77,457,9,32021.99,310.22,32.12,Cancelado,Barcelona,Noreste,,Web,CLI7553,Regular,15,,,Verano,,5,11,2023-12-28,120167.91,1
164,2024-07-24,2024,7,Wednesday,30,RAM,Almacenamiento,36,1055,48,19749.600000000002,431.16,59.13,Envío,Valencia,Este,Transferencia,,CLI5709,Inactivo,48,Sofia,6,BlackFriday,No,4,11,2024-06-06,19749.600000000002,1
165,2023-06-15,2023,6,Thursday,24,Impresora,,70,755,8,48622.0,466.33,38.23,ENVÍO,,,Tarjeta,,CLI2369,,123,Sofia,6,,Sí,5,15,fecha_invalida,102747.41762090968,1
166,2023-04-04,2023,4,Tuesday,14,Laptop,Electrónica,19,210,50,1995.0,128.69,38.72,Pendiente,Barcelona,Noreste,,Marketplace,CLI8057,Inactivo,119,,,BlackFriday,No,2,15,2022-12-06,4687.96414695774,2
167,2024-01-30,2024,1,Tuesday,5,Impresora,Accesorios,79,646,53,23985.98,436.3,32.46,,,,,,CLI7919,VIP,334,,,Verano,Sí,4,5,2023-03-02,43977.98,2
168,2024-06-05,2024,6,Wednesday,23,Disco Duro,Accesorios,-8,$381.99,177,2353.0584,231.98,,Pendiente,Sevilla,Sur,,Tienda física,CLI5091,VIP,17,Laura,24,CyberMonday,inválido,5,14,2024-05-19,36472.6584,3
169,2024-06-20,2024,6,Thursday,25,,Accesorios,50,217,42,-6293.000000000001,94.14,56.62,Cancelado,Barcelona,Noreste,,Web,CLI8386,Regular,35,Carlos,12,Primavera,False,4,14,2024-05-16,error_acumulado,
170,05/12/2023,2023,12,Tuesday,49,USB,Electrónica,95,661,-8,67818.60€,412.55,37.59,Cancelado,Barcelona,Noreste,Efectivo,,CLI7666,Regular,212,Laura,24,Sin promoción,Sí,2,5,2023-05-07,error_acumulado,
171,2024-03-02,2024,3,Saturday,9,Laptop,,70,473,66,11257.4,197.62,-58.219873150105705,Cancelado,Sevilla,Sur,Efectivo,Tienda física,CLI3892,VIP,73,Sofia,6,,True,4,-5,2023-12-20,11257.4,1
172,03-20-2024,2024,3,Wednesday,12,Teclado,Electrónica,74,1117,64,29756.879999999997,545.42,51.17,Cancelado,Valencia,Este,,,CLI4702,Regular,72,Miguel,48,Primavera,,4,2,2024-01-08,29756.879999999997,2
173,2024-04-30,2024,4,Tuesday,18,Disco Duro,Accesorios,94,252,32,16107.839999999998,153.02,39.28,Pendiente,,,Tarjeta,App,CLI7406,Inactivo,100,Sofia,6,,True,3,15,2024-01-21,87849.64,1
174,2023-10-06,2023,10,Friday,40,Impresora,Periféricos,24,850,61,7956.0,380.22,55.27,Cancelado,,,Transferencia,Tienda física,CLI9083,,177,Sofia,6,,No,5,2,2023-04-12,0,1
175,2024-12-12,2024,12,Thursday,50,USB,,30,394,57,5082.6,267.93,32.0,Cancelado,Bilbao,Norte,Transferencia,App,CLI7576,Nuevo,280,Laura,24,Verano,False,3,9,2024-03-07,39809.799999999996,1
176,2023-03-23,2023,3,Thursday,12,Disco Duro,,1.6633595209767733,$1402.99,32,1586.900206547938,750.71,,,Madrid,Centro,Transferencia,,CLI2703,Nuevo,283,,,CyberMonday,,3,1,2022-06-13,3173.800413095876,1
177,2023-09-26,2023,9,Tuesday,39,Laptop,,7,1200,12,7392.0,622.38,48.13,Completado,Sevilla,Sur,Efectivo,Tienda física,CLI9105,Regular,299,Ana,36,Sin promoción,,5,12,2022-12-01,7392.0,2
178,2024-03-29,2024,3,Friday,13,,Periféricos,62,103,24,4853.36,63.02,38.82,Completado,Sevilla,Sur,Efectivo,Web,CLI9940,VIP,32,,,BlackFriday,False,2,1,2024-02-26,4853.36,2
179,2024-07-19,2024,7,Friday,29,Disco Duro,,17,1483,1,24958.89,928.8,37.37,Completado,Bilbao,Norte,Efectivo,App,CLI6254,VIP,233,Sofia,6,BlackFriday,,5,7,2023-11-29,24958.89,1
15488,16/09/2024,2024,9,Monday,38,USB,Almacenamiento,-19,428,57,-3496.76,240.73,43.75,Envío,Barcelona,Noreste,,App,CLI8341,Inactivo,144,Miguel,48,Verano,True,1,1,fecha_invalida,error_acumulado,
181,2023-03-07,2023,3,Tuesday,10,Monitor,Periféricos,38,90,56,1504.7999999999997,53.21,40.88,,Barcelona,Noreste,Efectivo,,CLI9411,,198,Miguel,48,Sin promoción,True,4,10,2022-08-21,1504.7999999999997,1
182,08-08-2023,2023,8,Tuesday,32,Webcam,,87,"43,99",17,-3176.5179,19.46,,Completado,Sevilla,Sur,PayPal,Tienda física,,Regular,294,,,Verano,False,1,9,2022-10-18,error_acumulado,
183,2024-09-28,2024,9,Saturday,39,Monitor,,12,924,36,7096.32,587.51,36.42,Cancelado,,,Tarjeta,App,CLI7162,VIP,273,Ana,36,Primavera,No,4,11,2023-12-30,7096.32,4
184,2024-01-13,2024,1,Saturday,2,,,80,$275.99,69,6844.5520000000015,276.3881288551067,,Envío,Sevilla,Sur,Tarjeta,Tienda física,CLI4144,Nuevo,109,Miguel,48,Primavera,No,4,6,2023-09-26,6844.5520000000015,2
185,2024-03-08,2024,3,Friday,10,Laptop,Almacenamiento,50,227,61,4426.5,121.03,46.68,Completado,Bilbao,Norte,Tarjeta,Marketplace,CLI8434,VIP,14,Laura,-24,Verano,False,1,15,2024-02-23,15683.9,2
186,2024-08-17,2024,8,Saturday,33,Disco Duro,Electrónica,10,28,14,240.79999999999998,,,Completado,Madrid,Centro,Transferencia,Web,CLI4303,Inactivo,224,Ana,36,Verano,No,-1,9,2024-01-06,240.79999999999998,4
187,2024-08-26,2024,8,Monday,35,Disco Duro,Accesorios,34,1081,-4,38224.16,471.15,56.42,Envío,Barcelona,Noreste,PayPal,Web,CLI8449,Regular,89,Carlos,12,Primavera,False,2,5,2024-05-29,76929.92000000001,1
188,2023-05-24,2023,5,Wednesday,21,Impresora,Electrónica,8,784,48,3261.44,482.3,38.48,Envío,Madrid,Centro,Efectivo,App,CLI8455,Nuevo,74,Sofia,6,CyberMonday,,5,2,2023-03-11,13513.44,2
189,2024-06-14,2024,6,Friday,24,USB,Accesorios,97,400,31,,213.26,46.69,Pendiente,Bilbao,Norte,,,CLI6154,VIP,1,Carlos,12,Primavera,inválido,2,3,2024-06-13,error_acumulado,
190,27/09/2023,2023,9,Wednesday,39,Laptop,Periféricos,1,875,51,428.75,556.92,-36.352000000000004,Pendiente,Bilbao,Norte,Tarjeta,Tienda física,CLI3885,Nuevo,83,Ana,36,Verano,,1,-10,2023-07-06,7820.75,2
191,2023-07-06,2023,7,Thursday,27,Impresora,Periféricos,38,300,53,5358.0,126.55,57.82,Envío,Madrid,Centro,Transferencia,Tienda física,CLI3175,,100,Ana,36,Verano,Sí,1,8,2023-03-28,5358.0,2
192,12-03-2023,2023,12,Sunday,48,Impresora,,-6,$219.99,18,-1082.3508000000002,112.35,,Envío,Sevilla,Sur,Transferencia,Web,CLI5560,Regular,77,Carlos,12,CyberMonday,Sí,2,13,2023-09-17,error_acumulado,
193,2023-08-30,2023,8,Wednesday,35,,Periféricos,78,1205,44,52634.4,636.22,47.2,Envío,Valencia,Este,,,CLI5605,Regular,12,Sofia,6,,False,3,5,2023-08-18,52634.4,1
194,2024-09-19,2024,9,Thursday,38,Laptop,Accesorios,80,145,64,4176.0,67.07,53.74,Envío,Madrid,Centro,PayPal,Tienda física,CLI3206,Nuevo,323,Laura,24,Sin promoción,True,4,15,2023-11-01,4176.0,1
195,2024-11-16,2024,11,Saturday,46,Impresora,Accesorios,26,913,12,-20889.44,436.26,52.22,Cancelado,Bilbao,Norte,,Tienda física,CLI8839,,256,Sofia,6,Sin promoción,False,5,5,fecha_invalida,error_acumulado,
196,2023-03-30,2023,3,Thursday,13,Mouse,Periféricos,71,"899,99",142,-26837.701799999995,430.76,,Completado,Bilbao,Norte,,Web,CLI4375,Regular,63,Carlos,12,CyberMonday,Sí,2,13,2023-01-26,error_acumulado,
197,2023-10-08,2023,10,Sunday,40,Mouse,Accesorios,13,801,20,8330.4,450.31,43.78,Completado,Madrid,Centro,Tarjeta,Web,CLI8787,Regular,180,,,CyberMonday,No,4,6,2023-04-11,8330.4,1
198,2023-03-08,2023,3,Wednesday,10,,Almacenamiento,6 unidades,1275,39,0.0,802.05,37.09,CANCELADO,Sevilla,Sur,Tarjeta,Tienda física,CLI1463,Inactivo,33,,,Primavera,True,3,14,2023-02-03,error_acumuladoerror_acumulado,
199,2023-05-06,2023,5,Saturday,18,RAM,Almacenamiento,27,1006,42,15753.960000000003,626.46,37.73,Envío,Barcelona,Noreste,,,CLI9209,Nuevo,77,Laura,24,BlackFriday,Sí,1,6,2023-02-18,15753.960000000003,1
18028,18/11/2023,2023,11,Saturday,46,Teclado,Periféricos,,$1081.99,41,0.0,703.66,,Cancelado,Valencia,Este,PayPal,App,CLI4717,,83,Carlos,12,Verano,,4,12,2023-08-27,error_acumulado,
201,2024-08-04,2024,8,Sunday,31,,Electrónica,79,105,26,6138.3,50.14,52.25,Cancelado,,,,Tienda física,CLI2088,,48,Laura,24,Sin promoción,True,4,14,2024-06-17,6138.3,2
202,12-05-2024,2024,12,Thursday,49,Disco Duro,,43,911,55,17627.85,372.28,59.14,Envío,Bilbao,Norte,,Web,CLI3379,VIP,263,Carlos,12,Primavera,False,2,14,2024-03-17,53544.65,1
203,2024-04-19,2024,4,Friday,16,Monitor,Almacenamiento,67,974,23,50248.66,421.18,56.76,,,,,App,CLI6643,,5,Miguel,48,,Sí,5,5,2024-04-14,0,1
204,2024-01-28,2024,1,Sunday,4,RAM,Accesorios,-15,1192,-3,-18416.40€,710.89,40.36,,Valencia,Este,Tarjeta,Web,CLI2070,Nuevo,180,Laura,24,Sin promoción,False,2,7,2023-08-01,error_acumulado,
205,2023-03-15,2023,3,Wednesday,11,Mouse,,73,943,61,26847.21,597.38,36.65,Completado,Madrid,Centro,PayPal,Tienda física,CLI7047,VIP,102,,,Primavera,,1,7,2022-12-03,26847.21,1
206,2024-05-27,2024,5,Monday,22,Mouse,Almacenamiento,41,806,14,28419.56,372.47,53.79,Envío,Valencia,Este,Transferencia,Web,CLI6532,Inactivo,80,,,Primavera,No,3,6,2024-03-08,49962.07000000001,1
207,2023-09-06,2023,9,Wednesday,36,Laptop,Almacenamiento,60,671,28,28987.2,577.8048820777615,13.89,Cancelado,Madrid,Centro,PayPal,App,CLI6442,Regular,88,Laura,24,CyberMonday,,3,12,2023-06-10,36807.95,1
208,2023-01-11,2023,1,Wednesday,2,Mouse,Almacenamiento,43,$465.99,54,-9217.2822,213.2,,Envío,Valencia,Este,,,invalido,,160,Sofia,6,Primavera,True,4,12,2022-08-04,error_acumulado,
209,2023-11-20,2023,11,Monday,47,Impresora,Electrónica,62,1249,2,75889.24,794.56,-36.38430744595677,Completado,Madrid,Centro,PayPal,App,CLI4492,VIP,189,Sofia,6,,,3,-9,2023-05-15,151778.48,1
210,23/05/2024,2024,5,Thursday,21,Mouse,,87,"896,99",39,47603.259300000005,567.59,,Completado,Barcelona,Noreste,Transferencia,App,CLI5404,Inactivo,80,Miguel,48,Primavera,inválido,1,15,fecha_invalida,97565.32930000001,1
211,2024-05-19,2024,5,Sunday,20,Teclado,Periféricos,75,618,65,16222.499999999998,388.55,37.13,Envío,Madrid,Centro,Tarjeta,Web,CLI9408,Nuevo,207,,,Sin promoción,Sí,1,14,2023-10-25,44419.62,1
212,09-11-2024,2024,9,Wednesday,37,Monitor,,77,1273,32,66654.28,756.44,40.58,Pendiente,Madrid,Centro,,Tienda física,CLI2285,Inactivo,299,,,Primavera,No,5,15,2023-11-17,73750.6,1
213,2024-04-01,2024,4,Monday,14,Mouse,,21,1418,64,10720.08,950.82,32.95,Completado,Bilbao,Norte,Transferencia,Marketplace,CLI9757,Nuevo,181,,,,Sí,1,1,2023-10-03,10720.08,4
214,2024-01-10,2024,1,Wednesday,2,Webcam,Almacenamiento,73,33,36,1541.76,15.49,53.06,,Sevilla,Sur,,,CLI7064,,257,Carlos,12,,Sí,5,1,2023-04-28,1541.76,3
215,2024-09-05,2024,9,Thursday,36,RAM,Almacenamiento,75,40,16,2520.0,27.99,30.03,Cancelado,Sevilla,Sur,Efectivo,App,CLI9407,Regular,343,Ana,36,Primavera,,5,2,2023-09-28,105048.0,1
216,2024-03-28,2024,3,Thursday,13,,Periféricos,-3,$314.99,32,,216.02,,Envío,Sevilla,Sur,Efectivo,,CLI2673,Inactivo,326,Sofia,6,CyberMonday,True,4,3,2023-05-07,error_acumulado,
217,2024-08-22,2024,8,Thursday,34,Mouse,Periféricos,70,444,11,27661.2,,,,,,,Tienda física,CLI2530,VIP,329,Carlos,12,CyberMonday,Sí,6,9,2023-09-28,27661.2,1
218,2024-12-05,2024,12,Thursday,49,Monitor,,20,220,66,1495.9999999999998,98.96,55.02,Cancelado,Valencia,Este,PayPal,Web,CLI1225,Regular,348,,,Sin promoción,,3,11,2023-12-23,17539.07,1
219,2024-02-13,2024,2,Tuesday,7,,Electrónica,78,356,30,19437.6,210.47,40.88,Pendiente,Sevilla,Sur,Transferencia,Tienda física,CLI8203,,260,,,,,1,1,2023-05-29,72075.6,2
19250,12/10/2023,2023,10,Thursday,41,Monitor,Periféricos,4.839283770686472,1300,64,2264.7848046812687,770.69,40.72,Pendiente,B@rcelon@,Noreste,Efectivo,,CLI5025,,295,Miguel,48,Sin promoción,False,5,13,2022-12-21,4529.569609362537,1
221,2024-08-07,2024,8,Wednesday,32,Monitor,,52,888,-1,-46637.76,357.72,59.72,Envío,,,Efectivo,Marketplace,CLI1164,Regular,341,,,Primavera,No,2,2,2023-09-01,error_acumulado,
222,06-19-2023,2023,6,Monday,25,USB,Electrónica,36,1145,66,14014.8,592.43,48.26,Cancelado,,,Tarjeta,App,CLI3144,Nuevo,353,Carlos,-12,Verano,,3,8,2022-07-01,16974.899999999998,2
223,2023-07-13,2023,7,Thursday,28,Laptop,Almacenamiento,73,27,23,1517.67,16.3,39.63,Cancelado,Sevilla,Sur,,Tienda física,CLI4733,Regular,358,Carlos,12,Primavera,,4,11,2022-07-20,1517.67,1
224,2023-02-04,2023,2,Saturday,5,Impresora,,32,$862.99,178,-21540.2304,444.16,,Pendiente,Barcelona,Noreste,PayPal,Tienda física,CLI3265,Inactivo,72,Miguel,48,BlackFriday,False,5,15,2022-11-24,error_acumulado,
225,2024-08-24,2024,8,Saturday,34,Monitor,Accesorios,92,712,26,48472.96,488.98,31.32,Completado,Sevilla,Sur,Transferencia,Web,CLI7282,Regular,283,Carlos,12,BlackFriday,,4,7,fecha_invalida,66787.84,2
226,2024-05-13,2024,5,Monday,20,Mouse,Accesorios,65,972,60,25272.0,532.22,45.24,Completado,Bilbao,Norte,Tarjeta,Web,CLI3279,VIP,276,Sofia,6,,No,1,3,2023-08-11,122837.32930000001,1
227,2024-09-05,2024,9,Thursday,36,Webcam,Electrónica,87,289,42,14582.940000000002,131.11,54.63,,,,PayPal,,CLI8663,VIP,39,,,Primavera,True,1,4,2024-07-28,14582.940000000002,4
228,2023-04-14,2023,4,Friday,15,Monitor,Almacenamiento,-18,307,31,-3812.9399999999996,142.41,-53.612377850162865,Cancelado,Valencia,Este,Efectivo,Web,CLI3369,,145,Sofia,6,BlackFriday,Sí,2,-4,2022-11-20,error_acumulado,
229,2023-02-04,2023,2,Saturday,5,Laptop,Periféricos,27,1026,1,27424.98,627.62,38.83,,Barcelona,Noreste,PayPal,Tienda física,CLI7461,Regular,73,Ana,36,Sin promoción,True,3,7,2022-11-23,45657.270000000004,1
230,19/01/2023,2023,1,Thursday,3,Mouse,Almacenamiento,50,142,19,5751.0,138.7035564959658,2.32,Envío,Barcelona,Noreste,,Tienda física,CLI3767,Inactivo,72,Miguel,48,,Sí,5,1,2022-11-08,5751.0,3
231,2024-10-16,2024,10,Wednesday,42,Monitor,Electrónica,87,1405,38,75785.7,843.13,39.99,COMPLETADO,Valencia,Este,Efectivo,App,CLI8834,Nuevo,285,Ana,36,Verano,inválido,5,15,2024-01-05,183265.8,1
232,10-30-2023,2023,10,Monday,44,Monitor,Electrónica,10,$1365.99,63,5054.163,910.96,,Completado,Barcelona,Noreste,,Marketplace,CLI4742,VIP,154,,,CyberMonday,No,3,5,2023-05-29,0,1
233,2024-05-14,2024,5,Tuesday,20,Disco Duro,Accesorios,64,322,2,20195.84,209.03,35.08,Envío,,,,,CLI1565,VIP,167,Sofia,6,Primavera,False,5,4,2023-11-29,20195.84,1
